2020-09-22T16:10:00,0.71746,0.71757,0.71738,0.71746
2020-09-22T16:15:00,0.71742,0.71742,0.717,0.7172
2020-09-22T16:20:00,0.71724,0.71752,0.71707,0.71752
2020-09-22T16:25:00,0.71748,0.71758,0.71714,0.71721
2020-09-22T16:30:00,0.71725,0.71733,0.7169,0.7169
2020-09-22T16:35:00,0.71687,0.71718,0.71672,0.7168
2020-09-22T16:40:00,0.71676,0.71693,0.71654,0.71682
2020-09-22T16:45:00,0.71679,0.71686,0.71646,0.71646
2020-09-22T16:50:00,0.71643,0.7165,0.71604,0.71608
2020-09-22T16:55:00,0.71605,0.71605,0.71557,0.71568
2020-09-22T17:00:00,0.71564,0.71572,0.71544,0.71572
2020-09-22T17:05:00,0.71569,0.71588,0.71561,0.71561
2020-09-22T17:10:00,0.71564,0.71608,0.71564,0.71596
2020-09-22T17:15:00,0.71593,0.71596,0.71579,0.71588
2020-09-22T17:20:00,0.71585,0.71598,0.71578,0.71584
2020-09-22T17:25:00,0.71587,0.7167,0.71587,0.71664
2020-09-22T17:30:00,0.71661,0.71696,0.71661,0.71686
2020-09-22T17:35:00,0.7169,0.7169,0.71664,0.71666
2020-09-22T17:40:00,0.7167,0.7168,0.71659,0.71673
2020-09-22T17:45:00,0.71669,0.71677,0.7166,0.7167
2020-09-22T17:50:00,0.71666,0.71669,0.71658,0.71663
2020-09-22T17:55:00,0.7166,0.7167,0.71653,0.7166
2020-09-22T18:00:00,0.71664,0.71686,0.71653,0.7168
2020-09-22T18:05:00,0.71684,0.71694,0.71673,0.71678
2020-09-22T18:10:00,0.71674,0.71679,0.7166,0.7166
2020-09-22T18:15:00,0.71662,0.71672,0.71658,0.7167
2020-09-22T18:20:00,0.71666,0.71669,0.71649,0.71652
2020-09-22T18:25:00,0.71656,0.71693,0.71656,0.71693
2020-09-22T18:30:00,0.7169,0.7169,0.71672,0.71688
2020-09-22T18:35:00,0.71685,0.71697,0.71674,0.7169
2020-09-22T18:40:00,0.71693,0.71697,0.7168,0.71684
2020-09-22T18:45:00,0.7168,0.71681,0.7167,0.71674
2020-09-22T18:50:00,0.71676,0.71683,0.7167,0.71674
2020-09-22T18:55:00,0.7167,0.71684,0.71654,0.71665
2020-09-22T19:00:00,0.71662,0.71678,0.71654,0.71662
2020-09-22T19:05:00,0.71666,0.7168,0.71656,0.71656
